T,logg,Z,α,folder,filename
5800,2,-3,-0.2,Z-3.0.Alpha=-0.20,lte05800-2.00-3.0.Alpha=-0.20.PHOENIX-ACES-AGSS-COND-2011-HiRes.fits
6500,1.5,-3,-0.2,Z-3.0.Alpha=-0.20,lte06500-1.50-3.0.Alpha=-0.20.PHOENIX-ACES-AGSS-COND-2011-HiRes.fits
7600,5.5,-3,-0.2,Z-3.0.Alpha=-0.20,lte07600-5.50-3.0.Alpha=-0.20.PHOENIX-ACES-AGSS-COND-2011-HiRes.fits
6500,4.5,-3,-0.2,Z-3.0.Alpha=-0.20,lte06500-4.50-3.0.Alpha=-0.20.PHOENIX-ACES-AGSS-COND-2011-HiRes.fits
6400,5,-3,-0.2,Z-3.0.Alpha=-0.20,lte06400-5.00-3.0.Alpha=-0.20.PHOENIX-ACES-AGSS-COND-2011-HiRes.fits
4200,2,-3,-0.2,Z-3.0.Alpha=-0.20,lte04200-2.00-3.0.Alpha=-0.20.PHOENIX-ACES-AGSS-COND-2011-HiRes.fits
5100,6,-3,-0.2,Z-3.0.Alpha=-0.20,lte05100-6.00-3.0.Alpha=-0.20.PHOENIX-ACES-AGSS-COND-2011-HiRes.fits
4300,3.5,-3,-0.2,Z-3.0.Alpha=-0.20,lte04300-3.50-3.0.Alpha=-0.20.PHOENIX-ACES-AGSS-COND-2011-HiRes.fits
5100,3,-3,-0.2,Z-3.0.Alpha=-0.20,lte05100-3.00-3.0.Alpha=-0.20.PHOENIX-ACES-AGSS-COND-2011-HiRes.fits
5000,2.5,-3,-0.2,Z-3.0.Alpha=-0.20,lte05000-2.50-3.0.Alpha=-0.20.PHOENIX-ACES-AGSS-COND-2011-HiRes.fits
4200,4.5,-3,-0.2,Z-3.0.Alpha=-0.20,lte04200-4.50-3.0.Alpha=-0.20.PHOENIX-ACES-AGSS-COND-2011-HiRes.fits
5100,0.5,-3,-0.2,Z-3.0.Alpha=-0.20,lte05100-0.50-3.0.Alpha=-0.20.PHOENIX-ACES-AGSS-COND-2011-HiRes.fits
4300,5,-3,-0.2,Z-3.0.Alpha=-0.20,lte04300-5.00-3.0.Alpha=-0.20.PHOENIX-ACES-AGSS-COND-2011-HiRes.fits
5000,1,-3,-0.2,Z-3.0.Alpha=-0.20,lte05000-1.00-3.0.Alpha=-0.20.PHOENIX-ACES-AGSS-COND-2011-HiRes.fits
4200,1.5,-3,-0.2,Z-3.0.Alpha=-0.20,lte04200-1.50-3.0.Alpha=-0.20.PHOENIX-ACES-AGSS-COND-2011-HiRes.fits
5100,5.5,-3,-0.2,Z-3.0.Alpha=-0.20,lte05100-5.50-3.0.Alpha=-0.20.PHOENIX-ACES-AGSS-COND-2011-HiRes.fits
5000,4,-3,-0.2,Z-3.0.Alpha=-0.20,lte05000-4.00-3.0.Alpha=-0.20.PHOENIX-ACES-AGSS-COND-2011-HiRes.fits
7600,3,-3,-0.2,Z-3.0.Alpha=-0.20,lte07600-3.00-3.0.Alpha=-0.20.PHOENIX-ACES-AGSS-COND-2011-HiRes.fits
5900,5,-3,-0.2,Z-3.0.Alpha=-0.20,lte05900-5.00-3.0.Alpha=-0.20.PHOENIX-ACES-AGSS-COND-2011-HiRes.fits
5800,4.5,-3,-0.2,Z-3.0.Alpha=-0.20,lte05800-4.50-3.0.Alpha=-0.20.PHOENIX-ACES-AGSS-COND-2011-HiRes.fits
6500,2,-3,-0.2,Z-3.0.Alpha=-0.20,lte06500-2.00-3.0.Alpha=-0.20.PHOENIX-ACES-AGSS-COND-2011-HiRes.fits
7600,6,-3,-0.2,Z-3.0.Alpha=-0.20,lte07600-6.00-3.0.Alpha=-0.20.PHOENIX-ACES-AGSS-COND-2011-HiRes.fits
6400,3.5,-3,-0.2,Z-3.0.Alpha=-0.20,lte06400-3.50-3.0.Alpha=-0.20.PHOENIX-ACES-AGSS-COND-2011-HiRes.fits
5800,1.5,-3,-0.2,Z-3.0.Alpha=-0.20,lte05800-1.50-3.0.Alpha=-0.20.PHOENIX-ACES-AGSS-COND-2011-HiRes.fits
6800,1,-3,-0.2,Z-3.0.Alpha=-0.20,lte06800-1.00-3.0.Alpha=-0.20.PHOENIX-ACES-AGSS-COND-2011-HiRes.fits
5400,3,-3,-0.2,Z-3.0.Alpha=-0.20,lte05400-3.00-3.0.Alpha=-0.20.PHOENIX-ACES-AGSS-COND-2011-HiRes.fits
5500,2.5,-3,-0.2,Z-3.0.Alpha=-0.20,lte05500-2.50-3.0.Alpha=-0.20.PHOENIX-ACES-AGSS-COND-2011-HiRes.fits
6800,4,-3,-0.2,Z-3.0.Alpha=-0.20,lte06800-4.00-3.0.Alpha=-0.20.PHOENIX-ACES-AGSS-COND-2011-HiRes.fits
6900,5.5,-3,-0.2,Z-3.0.Alpha=-0.20,lte06900-5.50-3.0.Alpha=-0.20.PHOENIX-ACES-AGSS-COND-2011-HiRes.fits
4700,2,-3,-0.2,Z-3.0.Alpha=-0.20,lte04700-2.00-3.0.Alpha=-0.20.PHOENIX-ACES-AGSS-COND-2011-HiRes.fits
5400,6,-3,-0.2,Z-3.0.Alpha=-0.20,lte05400-6.00-3.0.Alpha=-0.20.PHOENIX-ACES-AGSS-COND-2011-HiRes.fits
4600,3.5,-3,-0.2,Z-3.0.Alpha=-0.20,lte04600-3.50-3.0.Alpha=-0.20.PHOENIX-ACES-AGSS-COND-2011-HiRes.fits
6000,4.5,-3,-0.2,Z-3.0.Alpha=-0.20,lte06000-4.50-3.0.Alpha=-0.20.PHOENIX-ACES-AGSS-COND-2011-HiRes.fits
6100,5,-3,-0.2,Z-3.0.Alpha=-0.20,lte06100-5.00-3.0.Alpha=-0.20.PHOENIX-ACES-AGSS-COND-2011-HiRes.fits
7200,1,-3,-0.2,Z-3.0.Alpha=-0.20,lte07200-1.00-3.0.Alpha=-0.20.PHOENIX-ACES-AGSS-COND-2011-HiRes.fits
6000,1.5,-3,-0.2,Z-3.0.Alpha=-0.20,lte06000-1.50-3.0.Alpha=-0.20.PHOENIX-ACES-AGSS-COND-2011-HiRes.fits
7200,4,-3,-0.2,Z-3.0.Alpha=-0.20,lte07200-4.00-3.0.Alpha=-0.20.PHOENIX-ACES-AGSS-COND-2011-HiRes.fits
6000,2,-3,-0.2,Z-3.0.Alpha=-0.20,lte06000-2.00-3.0.Alpha=-0.20.PHOENIX-ACES-AGSS-COND-2011-HiRes.fits
6100,3.5,-3,-0.2,Z-3.0.Alpha=-0.20,lte06100-3.50-3.0.Alpha=-0.20.PHOENIX-ACES-AGSS-COND-2011-HiRes.fits
7200,2.5,-3,-0.2,Z-3.0.Alpha=-0.20,lte07200-2.50-3.0.Alpha=-0.20.PHOENIX-ACES-AGSS-COND-2011-HiRes.fits
4700,1.5,-3,-0.2,Z-3.0.Alpha=-0.20,lte04700-1.50-3.0.Alpha=-0.20.PHOENIX-ACES-AGSS-COND-2011-HiRes.fits
5400,5.5,-3,-0.2,Z-3.0.Alpha=-0.20,lte05400-5.50-3.0.Alpha=-0.20.PHOENIX-ACES-AGSS-COND-2011-HiRes.fits
5500,4,-3,-0.2,Z-3.0.Alpha=-0.20,lte05500-4.00-3.0.Alpha=-0.20.PHOENIX-ACES-AGSS-COND-2011-HiRes.fits
6900,6,-3,-0.2,Z-3.0.Alpha=-0.20,lte06900-6.00-3.0.Alpha=-0.20.PHOENIX-ACES-AGSS-COND-2011-HiRes.fits
4700,4.5,-3,-0.2,Z-3.0.Alpha=-0.20,lte04700-4.50-3.0.Alpha=-0.20.PHOENIX-ACES-AGSS-COND-2011-HiRes.fits
5400,0.5,-3,-0.2,Z-3.0.Alpha=-0.20,lte05400-0.50-3.0.Alpha=-0.20.PHOENIX-ACES-AGSS-COND-2011-HiRes.fits
4600,5,-3,-0.2,Z-3.0.Alpha=-0.20,lte04600-5.00-3.0.Alpha=-0.20.PHOENIX-ACES-AGSS-COND-2011-HiRes.fits
5500,1,-3,-0.2,Z-3.0.Alpha=-0.20,lte05500-1.00-3.0.Alpha=-0.20.PHOENIX-ACES-AGSS-COND-2011-HiRes.fits
6800,2.5,-3,-0.2,Z-3.0.Alpha=-0.20,lte06800-2.50-3.0.Alpha=-0.20.PHOENIX-ACES-AGSS-COND-2011-HiRes.fits
6900,3,-3,-0.2,Z-3.0.Alpha=-0.20,lte06900-3.00-3.0.Alpha=-0.20.PHOENIX-ACES-AGSS-COND-2011-HiRes.fits
5600,4.5,-3,-0.2,Z-3.0.Alpha=-0.20,lte05600-4.50-3.0.Alpha=-0.20.PHOENIX-ACES-AGSS-COND-2011-HiRes.fits
4500,0.5,-3,-0.2,Z-3.0.Alpha=-0.20,lte04500-0.50-3.0.Alpha=-0.20.PHOENIX-ACES-AGSS-COND-2011-HiRes.fits
5700,5,-3,-0.2,Z-3.0.Alpha=-0.20,lte05700-5.00-3.0.Alpha=-0.20.PHOENIX-ACES-AGSS-COND-2011-HiRes.fits
4400,1,-3,-0.2,Z-3.0.Alpha=-0.20,lte04400-1.00-3.0.Alpha=-0.20.PHOENIX-ACES-AGSS-COND-2011-HiRes.fits
7800,3,-3,-0.2,Z-3.0.Alpha=-0.20,lte07800-3.00-3.0.Alpha=-0.20.PHOENIX-ACES-AGSS-COND-2011-HiRes.fits
5600,1.5,-3,-0.2,Z-3.0.Alpha=-0.20,lte05600-1.50-3.0.Alpha=-0.20.PHOENIX-ACES-AGSS-COND-2011-HiRes.fits
4500,5.5,-3,-0.2,Z-3.0.Alpha=-0.20,lte04500-5.50-3.0.Alpha=-0.20.PHOENIX-ACES-AGSS-COND-2011-HiRes.fits
4400,4,-3,-0.2,Z-3.0.Alpha=-0.20,lte04400-4.00-3.0.Alpha=-0.20.PHOENIX-ACES-AGSS-COND-2011-HiRes.fits
7800,6,-3,-0.2,Z-3.0.Alpha=-0.20,lte07800-6.00-3.0.Alpha=-0.20.PHOENIX-ACES-AGSS-COND-2011-HiRes.fits
6200,3,-3,-0.2,Z-3.0.Alpha=-0.20,lte06200-3.00-3.0.Alpha=-0.20.PHOENIX-ACES-AGSS-COND-2011-HiRes.fits
6300,2.5,-3,-0.2,Z-3.0.Alpha=-0.20,lte06300-2.50-3.0.Alpha=-0.20.PHOENIX-ACES-AGSS-COND-2011-HiRes.fits
6200,6,-3,-0.2,Z-3.0.Alpha=-0.20,lte06200-6.00-3.0.Alpha=-0.20.PHOENIX-ACES-AGSS-COND-2011-HiRes.fits
7000,3.5,-3,-0.2,Z-3.0.Alpha=-0.20,lte07000-3.50-3.0.Alpha=-0.20.PHOENIX-ACES-AGSS-COND-2011-HiRes.fits
8000,2.5,-3,-0.2,Z-3.0.Alpha=-0.20,lte08000-2.50-3.0.Alpha=-0.20.PHOENIX-ACES-AGSS-COND-2011-HiRes.fits
6200,5.5,-3,-0.2,Z-3.0.Alpha=-0.20,lte06200-5.50-3.0.Alpha=-0.20.PHOENIX-ACES-AGSS-COND-2011-HiRes.fits
8000,1,-3,-0.2,Z-3.0.Alpha=-0.20,lte08000-1.00-3.0.Alpha=-0.20.PHOENIX-ACES-AGSS-COND-2011-HiRes.fits
6300,4,-3,-0.2,Z-3.0.Alpha=-0.20,lte06300-4.00-3.0.Alpha=-0.20.PHOENIX-ACES-AGSS-COND-2011-HiRes.fits
7000,5,-3,-0.2,Z-3.0.Alpha=-0.20,lte07000-5.00-3.0.Alpha=-0.20.PHOENIX-ACES-AGSS-COND-2011-HiRes.fits
8000,4,-3,-0.2,Z-3.0.Alpha=-0.20,lte08000-4.00-3.0.Alpha=-0.20.PHOENIX-ACES-AGSS-COND-2011-HiRes.fits
6300,1,-3,-0.2,Z-3.0.Alpha=-0.20,lte06300-1.00-3.0.Alpha=-0.20.PHOENIX-ACES-AGSS-COND-2011-HiRes.fits
7800,5.5,-3,-0.2,Z-3.0.Alpha=-0.20,lte07800-5.50-3.0.Alpha=-0.20.PHOENIX-ACES-AGSS-COND-2011-HiRes.fits
5600,2,-3,-0.2,Z-3.0.Alpha=-0.20,lte05600-2.00-3.0.Alpha=-0.20.PHOENIX-ACES-AGSS-COND-2011-HiRes.fits
4500,6,-3,-0.2,Z-3.0.Alpha=-0.20,lte04500-6.00-3.0.Alpha=-0.20.PHOENIX-ACES-AGSS-COND-2011-HiRes.fits
5700,3.5,-3,-0.2,Z-3.0.Alpha=-0.20,lte05700-3.50-3.0.Alpha=-0.20.PHOENIX-ACES-AGSS-COND-2011-HiRes.fits
4500,3,-3,-0.2,Z-3.0.Alpha=-0.20,lte04500-3.00-3.0.Alpha=-0.20.PHOENIX-ACES-AGSS-COND-2011-HiRes.fits
4400,2.5,-3,-0.2,Z-3.0.Alpha=-0.20,lte04400-2.50-3.0.Alpha=-0.20.PHOENIX-ACES-AGSS-COND-2011-HiRes.fits
6200,2.5,-3,-0.2,Z-3.0.Alpha=-0.20,lte06200-2.50-3.0.Alpha=-0.20.PHOENIX-ACES-AGSS-COND-2011-HiRes.fits
8000,6,-3,-0.2,Z-3.0.Alpha=-0.20,lte08000-6.00-3.0.Alpha=-0.20.PHOENIX-ACES-AGSS-COND-2011-HiRes.fits
6300,3,-3,-0.2,Z-3.0.Alpha=-0.20,lte06300-3.00-3.0.Alpha=-0.20.PHOENIX-ACES-AGSS-COND-2011-HiRes.fits
8000,3,-3,-0.2,Z-3.0.Alpha=-0.20,lte08000-3.00-3.0.Alpha=-0.20.PHOENIX-ACES-AGSS-COND-2011-HiRes.fits
6300,6,-3,-0.2,Z-3.0.Alpha=-0.20,lte06300-6.00-3.0.Alpha=-0.20.PHOENIX-ACES-AGSS-COND-2011-HiRes.fits
7000,2,-3,-0.2,Z-3.0.Alpha=-0.20,lte07000-2.00-3.0.Alpha=-0.20.PHOENIX-ACES-AGSS-COND-2011-HiRes.fits
4500,1,-3,-0.2,Z-3.0.Alpha=-0.20,lte04500-1.00-3.0.Alpha=-0.20.PHOENIX-ACES-AGSS-COND-2011-HiRes.fits
5600,5,-3,-0.2,Z-3.0.Alpha=-0.20,lte05600-5.00-3.0.Alpha=-0.20.PHOENIX-ACES-AGSS-COND-2011-HiRes.fits
4400,0.5,-3,-0.2,Z-3.0.Alpha=-0.20,lte04400-0.50-3.0.Alpha=-0.20.PHOENIX-ACES-AGSS-COND-2011-HiRes.fits
5700,4.5,-3,-0.2,Z-3.0.Alpha=-0.20,lte05700-4.50-3.0.Alpha=-0.20.PHOENIX-ACES-AGSS-COND-2011-HiRes.fits
7800,2.5,-3,-0.2,Z-3.0.Alpha=-0.20,lte07800-2.50-3.0.Alpha=-0.20.PHOENIX-ACES-AGSS-COND-2011-HiRes.fits
4500,4,-3,-0.2,Z-3.0.Alpha=-0.20,lte04500-4.00-3.0.Alpha=-0.20.PHOENIX-ACES-AGSS-COND-2011-HiRes.fits
4400,5.5,-3,-0.2,Z-3.0.Alpha=-0.20,lte04400-5.50-3.0.Alpha=-0.20.PHOENIX-ACES-AGSS-COND-2011-HiRes.fits
5700,1.5,-3,-0.2,Z-3.0.Alpha=-0.20,lte05700-1.50-3.0.Alpha=-0.20.PHOENIX-ACES-AGSS-COND-2011-HiRes.fits
7800,4,-3,-0.2,Z-3.0.Alpha=-0.20,lte07800-4.00-3.0.Alpha=-0.20.PHOENIX-ACES-AGSS-COND-2011-HiRes.fits
5600,3.5,-3,-0.2,Z-3.0.Alpha=-0.20,lte05600-3.50-3.0.Alpha=-0.20.PHOENIX-ACES-AGSS-COND-2011-HiRes.fits
4400,6,-3,-0.2,Z-3.0.Alpha=-0.20,lte04400-6.00-3.0.Alpha=-0.20.PHOENIX-ACES-AGSS-COND-2011-HiRes.fits
5700,2,-3,-0.2,Z-3.0.Alpha=-0.20,lte05700-2.00-3.0.Alpha=-0.20.PHOENIX-ACES-AGSS-COND-2011-HiRes.fits
7800,1,-3,-0.2,Z-3.0.Alpha=-0.20,lte07800-1.00-3.0.Alpha=-0.20.PHOENIX-ACES-AGSS-COND-2011-HiRes.fits
4500,2.5,-3,-0.2,Z-3.0.Alpha=-0.20,lte04500-2.50-3.0.Alpha=-0.20.PHOENIX-ACES-AGSS-COND-2011-HiRes.fits
4400,3,-3,-0.2,Z-3.0.Alpha=-0.20,lte04400-3.00-3.0.Alpha=-0.20.PHOENIX-ACES-AGSS-COND-2011-HiRes.fits
6200,4,-3,-0.2,Z-3.0.Alpha=-0.20,lte06200-4.00-3.0.Alpha=-0.20.PHOENIX-ACES-AGSS-COND-2011-HiRes.fits
6300,5.5,-3,-0.2,Z-3.0.Alpha=-0.20,lte06300-5.50-3.0.Alpha=-0.20.PHOENIX-ACES-AGSS-COND-2011-HiRes.fits
7000,1.5,-3,-0.2,Z-3.0.Alpha=-0.20,lte07000-1.50-3.0.Alpha=-0.20.PHOENIX-ACES-AGSS-COND-2011-HiRes.fits
6200,1,-3,-0.2,Z-3.0.Alpha=-0.20,lte06200-1.00-3.0.Alpha=-0.20.PHOENIX-ACES-AGSS-COND-2011-HiRes.fits
6300,0.5,-3,-0.2,Z-3.0.Alpha=-0.20,lte06300-0.50-3.0.Alpha=-0.20.PHOENIX-ACES-AGSS-COND-2011-HiRes.fits
8000,5.5,-3,-0.2,Z-3.0.Alpha=-0.20,lte08000-5.50-3.0.Alpha=-0.20.PHOENIX-ACES-AGSS-COND-2011-HiRes.fits
7000,4.5,-3,-0.2,Z-3.0.Alpha=-0.20,lte07000-4.50-3.0.Alpha=-0.20.PHOENIX-ACES-AGSS-COND-2011-HiRes.fits
6000,5,-3,-0.2,Z-3.0.Alpha=-0.20,lte06000-5.00-3.0.Alpha=-0.20.PHOENIX-ACES-AGSS-COND-2011-HiRes.fits
6100,4.5,-3,-0.2,Z-3.0.Alpha=-0.20,lte06100-4.50-3.0.Alpha=-0.20.PHOENIX-ACES-AGSS-COND-2011-HiRes.fits
7200,5.5,-3,-0.2,Z-3.0.Alpha=-0.20,lte07200-5.50-3.0.Alpha=-0.20.PHOENIX-ACES-AGSS-COND-2011-HiRes.fits
6100,1.5,-3,-0.2,Z-3.0.Alpha=-0.20,lte06100-1.50-3.0.Alpha=-0.20.PHOENIX-ACES-AGSS-COND-2011-HiRes.fits
6900,1,-3,-0.2,Z-3.0.Alpha=-0.20,lte06900-1.00-3.0.Alpha=-0.20.PHOENIX-ACES-AGSS-COND-2011-HiRes.fits
5400,2.5,-3,-0.2,Z-3.0.Alpha=-0.20,lte05400-2.50-3.0.Alpha=-0.20.PHOENIX-ACES-AGSS-COND-2011-HiRes.fits
5500,3,-3,-0.2,Z-3.0.Alpha=-0.20,lte05500-3.00-3.0.Alpha=-0.20.PHOENIX-ACES-AGSS-COND-2011-HiRes.fits
6800,5.5,-3,-0.2,Z-3.0.Alpha=-0.20,lte06800-5.50-3.0.Alpha=-0.20.PHOENIX-ACES-AGSS-COND-2011-HiRes.fits
6900,4,-3,-0.2,Z-3.0.Alpha=-0.20,lte06900-4.00-3.0.Alpha=-0.20.PHOENIX-ACES-AGSS-COND-2011-HiRes.fits
4700,3.5,-3,-0.2,Z-3.0.Alpha=-0.20,lte04700-3.50-3.0.Alpha=-0.20.PHOENIX-ACES-AGSS-COND-2011-HiRes.fits
5500,6,-3,-0.2,Z-3.0.Alpha=-0.20,lte05500-6.00-3.0.Alpha=-0.20.PHOENIX-ACES-AGSS-COND-2011-HiRes.fits
4600,2,-3,-0.2,Z-3.0.Alpha=-0.20,lte04600-2.00-3.0.Alpha=-0.20.PHOENIX-ACES-AGSS-COND-2011-HiRes.fits
5400,4,-3,-0.2,Z-3.0.Alpha=-0.20,lte05400-4.00-3.0.Alpha=-0.20.PHOENIX-ACES-AGSS-COND-2011-HiRes.fits
5500,5.5,-3,-0.2,Z-3.0.Alpha=-0.20,lte05500-5.50-3.0.Alpha=-0.20.PHOENIX-ACES-AGSS-COND-2011-HiRes.fits
4600,1.5,-3,-0.2,Z-3.0.Alpha=-0.20,lte04600-1.50-3.0.Alpha=-0.20.PHOENIX-ACES-AGSS-COND-2011-HiRes.fits
6800,6,-3,-0.2,Z-3.0.Alpha=-0.20,lte06800-6.00-3.0.Alpha=-0.20.PHOENIX-ACES-AGSS-COND-2011-HiRes.fits
5400,1,-3,-0.2,Z-3.0.Alpha=-0.20,lte05400-1.00-3.0.Alpha=-0.20.PHOENIX-ACES-AGSS-COND-2011-HiRes.fits
4700,5,-3,-0.2,Z-3.0.Alpha=-0.20,lte04700-5.00-3.0.Alpha=-0.20.PHOENIX-ACES-AGSS-COND-2011-HiRes.fits
5500,0.5,-3,-0.2,Z-3.0.Alpha=-0.20,lte05500-0.50-3.0.Alpha=-0.20.PHOENIX-ACES-AGSS-COND-2011-HiRes.fits
4600,4.5,-3,-0.2,Z-3.0.Alpha=-0.20,lte04600-4.50-3.0.Alpha=-0.20.PHOENIX-ACES-AGSS-COND-2011-HiRes.fits
6800,3,-3,-0.2,Z-3.0.Alpha=-0.20,lte06800-3.00-3.0.Alpha=-0.20.PHOENIX-ACES-AGSS-COND-2011-HiRes.fits
6900,2.5,-3,-0.2,Z-3.0.Alpha=-0.20,lte06900-2.50-3.0.Alpha=-0.20.PHOENIX-ACES-AGSS-COND-2011-HiRes.fits
6000,3.5,-3,-0.2,Z-3.0.Alpha=-0.20,lte06000-3.50-3.0.Alpha=-0.20.PHOENIX-ACES-AGSS-COND-2011-HiRes.fits
7200,6,-3,-0.2,Z-3.0.Alpha=-0.20,lte07200-6.00-3.0.Alpha=-0.20.PHOENIX-ACES-AGSS-COND-2011-HiRes.fits
6100,2,-3,-0.2,Z-3.0.Alpha=-0.20,lte06100-2.00-3.0.Alpha=-0.20.PHOENIX-ACES-AGSS-COND-2011-HiRes.fits
7200,3,-3,-0.2,Z-3.0.Alpha=-0.20,lte07200-3.00-3.0.Alpha=-0.20.PHOENIX-ACES-AGSS-COND-2011-HiRes.fits
4200,3.5,-3,-0.2,Z-3.0.Alpha=-0.20,lte04200-3.50-3.0.Alpha=-0.20.PHOENIX-ACES-AGSS-COND-2011-HiRes.fits
5000,6,-3,-0.2,Z-3.0.Alpha=-0.20,lte05000-6.00-3.0.Alpha=-0.20.PHOENIX-ACES-AGSS-COND-2011-HiRes.fits
4300,2,-3,-0.2,Z-3.0.Alpha=-0.20,lte04300-2.00-3.0.Alpha=-0.20.PHOENIX-ACES-AGSS-COND-2011-HiRes.fits
5100,2.5,-3,-0.2,Z-3.0.Alpha=-0.20,lte05100-2.50-3.0.Alpha=-0.20.PHOENIX-ACES-AGSS-COND-2011-HiRes.fits
5000,3,-3,-0.2,Z-3.0.Alpha=-0.20,lte05000-3.00-3.0.Alpha=-0.20.PHOENIX-ACES-AGSS-COND-2011-HiRes.fits
5900,2,-3,-0.2,Z-3.0.Alpha=-0.20,lte05900-2.00-3.0.Alpha=-0.20.PHOENIX-ACES-AGSS-COND-2011-HiRes.fits
5800,3.5,-3,-0.2,Z-3.0.Alpha=-0.20,lte05800-3.50-3.0.Alpha=-0.20.PHOENIX-ACES-AGSS-COND-2011-HiRes.fits
7600,4,-3,-0.2,Z-3.0.Alpha=-0.20,lte07600-4.00-3.0.Alpha=-0.20.PHOENIX-ACES-AGSS-COND-2011-HiRes.fits
6400,1.5,-3,-0.2,Z-3.0.Alpha=-0.20,lte06400-1.50-3.0.Alpha=-0.20.PHOENIX-ACES-AGSS-COND-2011-HiRes.fits
7600,1,-3,-0.2,Z-3.0.Alpha=-0.20,lte07600-1.00-3.0.Alpha=-0.20.PHOENIX-ACES-AGSS-COND-2011-HiRes.fits
6500,5,-3,-0.2,Z-3.0.Alpha=-0.20,lte06500-5.00-3.0.Alpha=-0.20.PHOENIX-ACES-AGSS-COND-2011-HiRes.fits
6400,4.5,-3,-0.2,Z-3.0.Alpha=-0.20,lte06400-4.50-3.0.Alpha=-0.20.PHOENIX-ACES-AGSS-COND-2011-HiRes.fits
7600,2.5,-3,-0.2,Z-3.0.Alpha=-0.20,lte07600-2.50-3.0.Alpha=-0.20.PHOENIX-ACES-AGSS-COND-2011-HiRes.fits
5900,4.5,-3,-0.2,Z-3.0.Alpha=-0.20,lte05900-4.50-3.0.Alpha=-0.20.PHOENIX-ACES-AGSS-COND-2011-HiRes.fits
5800,5,-3,-0.2,Z-3.0.Alpha=-0.20,lte05800-5.00-3.0.Alpha=-0.20.PHOENIX-ACES-AGSS-COND-2011-HiRes.fits
6500,3.5,-3,-0.2,Z-3.0.Alpha=-0.20,lte06500-3.50-3.0.Alpha=-0.20.PHOENIX-ACES-AGSS-COND-2011-HiRes.fits
6400,2,-3,-0.2,Z-3.0.Alpha=-0.20,lte06400-2.00-3.0.Alpha=-0.20.PHOENIX-ACES-AGSS-COND-2011-HiRes.fits
5900,1.5,-3,-0.2,Z-3.0.Alpha=-0.20,lte05900-1.50-3.0.Alpha=-0.20.PHOENIX-ACES-AGSS-COND-2011-HiRes.fits
5100,1,-3,-0.2,Z-3.0.Alpha=-0.20,lte05100-1.00-3.0.Alpha=-0.20.PHOENIX-ACES-AGSS-COND-2011-HiRes.fits
4200,5,-3,-0.2,Z-3.0.Alpha=-0.20,lte04200-5.00-3.0.Alpha=-0.20.PHOENIX-ACES-AGSS-COND-2011-HiRes.fits
5000,0.5,-3,-0.2,Z-3.0.Alpha=-0.20,lte05000-0.50-3.0.Alpha=-0.20.PHOENIX-ACES-AGSS-COND-2011-HiRes.fits
4300,4.5,-3,-0.2,Z-3.0.Alpha=-0.20,lte04300-4.50-3.0.Alpha=-0.20.PHOENIX-ACES-AGSS-COND-2011-HiRes.fits
5100,4,-3,-0.2,Z-3.0.Alpha=-0.20,lte05100-4.00-3.0.Alpha=-0.20.PHOENIX-ACES-AGSS-COND-2011-HiRes.fits
5000,5.5,-3,-0.2,Z-3.0.Alpha=-0.20,lte05000-5.50-3.0.Alpha=-0.20.PHOENIX-ACES-AGSS-COND-2011-HiRes.fits
4300,1.5,-3,-0.2,Z-3.0.Alpha=-0.20,lte04300-1.50-3.0.Alpha=-0.20.PHOENIX-ACES-AGSS-COND-2011-HiRes.fits
4000,4,-3,-0.2,Z-3.0.Alpha=-0.20,lte04000-4.00-3.0.Alpha=-0.20.PHOENIX-ACES-AGSS-COND-2011-HiRes.fits
4100,5.5,-3,-0.2,Z-3.0.Alpha=-0.20,lte04100-5.50-3.0.Alpha=-0.20.PHOENIX-ACES-AGSS-COND-2011-HiRes.fits
5200,1.5,-3,-0.2,Z-3.0.Alpha=-0.20,lte05200-1.50-3.0.Alpha=-0.20.PHOENIX-ACES-AGSS-COND-2011-HiRes.fits
4000,1,-3,-0.2,Z-3.0.Alpha=-0.20,lte04000-1.00-3.0.Alpha=-0.20.PHOENIX-ACES-AGSS-COND-2011-HiRes.fits
5300,5,-3,-0.2,Z-3.0.Alpha=-0.20,lte05300-5.00-3.0.Alpha=-0.20.PHOENIX-ACES-AGSS-COND-2011-HiRes.fits
4100,0.5,-3,-0.2,Z-3.0.Alpha=-0.20,lte04100-0.50-3.0.Alpha=-0.20.PHOENIX-ACES-AGSS-COND-2011-HiRes.fits
5200,4.5,-3,-0.2,Z-3.0.Alpha=-0.20,lte05200-4.50-3.0.Alpha=-0.20.PHOENIX-ACES-AGSS-COND-2011-HiRes.fits
7400,3.5,-3,-0.2,Z-3.0.Alpha=-0.20,lte07400-3.50-3.0.Alpha=-0.20.PHOENIX-ACES-AGSS-COND-2011-HiRes.fits
6600,6,-3,-0.2,Z-3.0.Alpha=-0.20,lte06600-6.00-3.0.Alpha=-0.20.PHOENIX-ACES-AGSS-COND-2011-HiRes.fits
4800,1.5,-3,-0.2,Z-3.0.Alpha=-0.20,lte04800-1.50-3.0.Alpha=-0.20.PHOENIX-ACES-AGSS-COND-2011-HiRes.fits
6700,2.5,-3,-0.2,Z-3.0.Alpha=-0.20,lte06700-2.50-3.0.Alpha=-0.20.PHOENIX-ACES-AGSS-COND-2011-HiRes.fits
